SCHID,SCH_PSDISC_OOMOOS_BL_M,SCH_PSDISC_OOMOOS_WH_M,TOT_PSDISC
103851,9.0,2,11
103852,6.0,6,12
103853,3.0,5,8
103854,4.0,6,10
103855,3.0,2,5
103856,4.0,5,9
103857,3.0,4,7
103858,5.0,3,8
103859,6.0,1,7
103860,8.0,1,9
103861,2.0,2,4
103862,6.0,2,8
103863,4.0,3,7
103864,,4,9
103865,5.0,2,7
103866,7.0,1,8
103867,,3,10
103868,6.0,1,7
103869,5.0,5,10
103870,2.0,2,4
103871,0.0,2,2
103872,4.0,2,6
103873,4.0,1,5
103874,2.0,4,6
103875,5.0,3,8
103876,8.0,4,12
103877,5.0,7,12
103878,7.0,2,9
103879,7.0,6,13
103880,6.0,3,9
103881,6.0,2,8
103882,5.0,1,6
103883,5.0,5,10
103884,4.0,2,6
103885,10.0,4,14
103886,,4,6
103887,8.0,4,12
103888,2.0,2,4
103889,4.0,1,5
103890,7.0,4,11
103891,3.0,2,5
103892,6.0,7,13
103893,10.0,4,14
103894,,3,8
103895,4.0,6,10
103896,4.0,4,8
103897,7.0,3,10
103898,4.0,5,9
103899,1.0,2,3
103900,4.0,5,9
103901,2.0,2,4
103902,12.0,2,14
103903,4.0,1,5
103904,7.0,4,11
103905,8.0,4,12
103906,6.0,3,9
103907,,2,10
103908,4.0,4,8
103909,1.0,2,3
103910,3.0,2,5
103911,4.0,1,5
103912,4.0,1,5
103913,5.0,0,5
103914,6.0,2,8
103915,7.0,5,12
103916,7.0,4,11
103917,2.0,1,3
103918,6.0,1,7
103919,6.0,4,10
103920,4.0,3,7
103921,6.0,5,11
103922,8.0,3,11
103923,6.0,4,10
103924,2.0,3,5
103925,3.0,1,4
103926,9.0,2,11
103927,6.0,2,8
103928,8.0,5,13
103929,3.0,4,7
103930,5.0,1,6
103931,9.0,4,13
103932,5.0,2,7
103933,2.0,10,12
103934,7.0,2,9
103935,2.0,2,4
103936,,0,2
103937,6.0,2,8
103938,,3,8
103939,7.0,6,13
103940,6.0,2,8
103941,5.0,8,13
103942,7.0,1,8
103943,5.0,4,9
103944,5.0,3,8
103945,9.0,0,9
103946,7.0,1,8
103947,3.0,3,6
103948,7.0,2,9
103949,6.0,2,8
103950,7.0,0,7
103951,3.0,2,5
103952,4.0,0,4
103953,7.0,3,10
103954,8.0,4,12
103955,5.0,2,7
103956,5.0,4,9
103957,5.0,4,9
103958,4.0,4,8
103959,5.0,2,7
103960,5.0,3,8
103961,3.0,0,3
103962,3.0,4,7
103963,3.0,2,5
103964,3.0,4,7
103965,6.0,1,7
103966,6.0,4,10
103967,6.0,3,9
103968,5.0,3,8
103969,3.0,4,7
103970,6.0,1,7
103971,6.0,3,9
103972,5.0,5,10
103973,,3,7
103974,,3,8
103975,6.0,4,10
103976,4.0,2,6
103977,4.0,4,8
103978,4.0,7,11
103979,6.0,2,8
103980,,3,7
103981,3.0,2,5
103982,4.0,2,6
103983,6.0,2,8
103984,4.0,2,6
103985,3.0,2,5
103986,6.0,4,10
103987,6.0,2,8
103988,3.0,0,3
103989,3.0,1,4
103990,2.0,2,4
103991,3.0,7,10
103992,5.0,3,8
103993,,1,8
103994,3.0,3,6
103995,3.0,4,7
103996,6.0,5,11
103997,7.0,3,10
103998,3.0,3,6
103999,6.0,2,8
104000,8.0,0,8
104001,3.0,1,4
104002,3.0,3,6
104003,5.0,2,7
104004,5.0,4,9
104005,7.0,0,7
104006,9.0,4,13
104007,4.0,4,8
104008,6.0,3,9
104009,6.0,4,10
104010,5.0,3,8
104011,6.0,0,6
104012,10.0,1,11
104013,4.0,3,7
104014,3.0,5,8
104015,8.0,4,12
104016,6.0,3,9
104017,7.0,3,10
104018,5.0,1,6
104019,6.0,3,9
104020,2.0,3,5
104021,4.0,4,8
104022,4.0,5,9
104023,5.0,4,9
104024,6.0,2,8
104025,6.0,2,8
104026,3.0,2,5
104027,6.0,3,9
104028,3.0,7,10
104029,7.0,5,12
104030,3.0,4,7
104031,6.0,0,6
104032,9.0,0,9
104033,3.0,6,9
104034,5.0,6,11
104035,7.0,2,9
104036,2.0,2,4
104037,4.0,2,6
104038,4.0,3,7
104039,12.0,0,12
104040,3.0,0,3
104041,,2,6
104042,7.0,6,13
104043,,4,10
104044,9.0,2,11
104045,6.0,1,7
104046,3.0,4,7
104047,3.0,5,8
104048,1.0,1,2
104049,4.0,3,7
104050,4.0,2,6
104051,2.0,4,6
104052,2.0,5,7
104053,8.0,5,13
104054,8.0,0,8
104055,6.0,5,11
104056,7.0,1,8
104057,1.0,1,2
104058,6.0,5,11
104059,5.0,2,7
104060,7.0,1,8
104061,11.0,3,14
104062,1.0,1,2
104063,5.0,4,9
104064,5.0,3,8
104065,5.0,0,5
104066,3.0,2,5
104067,4.0,3,7
104068,6.0,1,7
104069,7.0,3,10
104070,7.0,6,13
104071,2.0,2,4
104072,5.0,2,7
104073,8.0,2,10
104074,6.0,3,9
104075,8.0,4,12
104076,4.0,8,12
104077,4.0,6,10
104078,3.0,6,9
104079,2.0,2,4
104080,4.0,6,10
104081,5.0,3,8
104082,5.0,5,10
104083,3.0,3,6
104084,4.0,1,5
104085,3.0,2,5
104086,,4,13
104087,2.0,4,6
104088,7.0,1,8
104089,5.0,5,10
104090,6.0,0,6
104091,5.0,1,6
104092,11.0,1,12
104093,3.0,6,9
104094,3.0,3,6
104095,5.0,0,5
104096,5.0,5,10
104097,3.0,1,4
104098,6.0,3,9
104099,5.0,1,6
104100,6.0,3,9
104101,2.0,5,7
104102,5.0,4,9
104103,6.0,3,9
104104,2.0,5,7
104105,8.0,3,11
104106,5.0,3,8
104107,5.0,3,8
104108,12.0,5,17
104109,4.0,2,6
104110,7.0,1,8
104111,5.0,3,8
104112,3.0,2,5
104113,8.0,2,10
104114,3.0,6,9
104115,3.0,3,6
104116,6.0,4,10
104117,4.0,1,5
104118,7.0,4,11
104119,5.0,1,6
104120,4.0,0,4
104121,3.0,7,10
104122,3.0,2,5
104123,6.0,2,8
104124,4.0,5,9
104125,3.0,0,3
104126,7.0,2,9
104127,2.0,2,4
104128,7.0,2,9
104129,3.0,3,6
104130,6.0,3,9
104131,5.0,5,10
104132,4.0,7,11
104133,3.0,2,5
104134,4.0,5,9
104135,6.0,4,10
104136,6.0,5,11
104137,3.0,3,6
104138,3.0,0,3
104139,4.0,1,5
104140,7.0,7,14
104141,5.0,0,5
104142,6.0,1,7
104143,4.0,4,8
104144,2.0,4,6
104145,4.0,1,5
104146,6.0,1,7
104147,6.0,2,8
104148,7.0,2,9
104149,,7,13
104150,2.0,3,5
104151,6.0,2,8
104152,5.0,0,5
104153,3.0,3,6
104154,6.0,0,6
104155,6.0,2,8
104156,11.0,2,13
104157,,2,7
104158,7.0,2,9
104159,5.0,3,8
104160,4.0,6,10
104161,1.0,3,4
104162,7.0,1,8
104163,,1,6
104164,4.0,3,7
104165,6.0,0,6
104166,1.0,5,6
104167,3.0,3,6
104168,,4,9
104169,8.0,8,16
104170,5.0,0,5
104171,2.0,2,4
104172,11.0,1,12
104173,,2,10
104174,3.0,3,6
104175,7.0,2,9
104176,5.0,3,8
104177,,8,11
104178,10.0,1,11
104179,6.0,1,7
104180,7.0,4,11
104181,2.0,2,4
104182,4.0,3,7
104183,8.0,6,14
104184,6.0,4,10
104185,4.0,2,6
104186,7.0,4,11
104187,5.0,3,8
104188,5.0,1,6
104189,,4,8
104190,7.0,2,9
104191,7.0,0,7
104192,5.0,3,8
104193,2.0,5,7
104194,5.0,5,10
104195,1.0,1,2
104196,3.0,5,8
104197,11.0,3,14
104198,4.0,3,7
104199,6.0,6,12
104200,5.0,3,8
104201,11.0,4,15
104202,5.0,3,8
104203,7.0,3,10
104204,6.0,1,7
104205,6.0,4,10
104206,7.0,2,9
104207,6.0,3,9
104208,5.0,4,9
104209,2.0,2,4
104210,3.0,2,5
104211,,5,7
104212,4.0,3,7
104213,6.0,5,11
104214,,3,5
104215,6.0,5,11
104216,6.0,5,11
104217,7.0,2,9
104218,5.0,2,7
104219,2.0,3,5
104220,2.0,2,4
104221,7.0,3,10
104222,3.0,2,5
104223,8.0,3,11
104224,3.0,1,4
104225,3.0,3,6
104226,6.0,4,10
104227,6.0,5,11
104228,4.0,4,8
104229,5.0,1,6
104230,7.0,0,7
104231,5.0,4,9
104232,5.0,5,10
104233,,3,8
104234,4.0,3,7
104235,6.0,5,11
104236,2.0,3,5
104237,4.0,4,8
104238,5.0,2,7
104239,7.0,0,7
104240,3.0,3,6
104241,9.0,3,12
104242,2.0,0,2
104243,3.0,1,4
104244,6.0,6,12
104245,,1,6
104246,7.0,3,10
104247,2.0,3,5
104248,8.0,5,13
104249,7.0,5,12
104250,2.0,2,4
104251,6.0,3,9
104252,3.0,3,6
104253,4.0,4,8
104254,5.0,1,6
104255,4.0,2,6
104256,6.0,7,13
104257,5.0,3,8
104258,6.0,2,8
104259,3.0,3,6
104260,,1,5
104261,3.0,3,6
104262,4.0,2,6
104263,,2,6
104264,5.0,1,6
104265,4.0,2,6
104266,6.0,0,6
104267,5.0,5,10
104268,7.0,2,9
104269,5.0,4,9
104270,5.0,3,8
104271,6.0,4,10
104272,3.0,4,7
104273,7.0,1,8
104274,6.0,3,9
104275,7.0,4,11
104276,7.0,3,10
104277,5.0,1,6
104278,5.0,2,7
104279,,3,8
104280,7.0,5,12
104281,3.0,3,6
104282,6.0,4,10
104283,6.0,6,12
104284,3.0,4,7
104285,8.0,4,12
104286,7.0,2,9
104287,3.0,2,5
104288,4.0,1,5
104289,2.0,2,4
104290,4.0,5,9
104291,3.0,2,5
104292,5.0,3,8
104293,6.0,4,10
104294,6.0,1,7
104295,4.0,1,5
104296,4.0,3,7
104297,5.0,5,10
104298,8.0,2,10
104299,5.0,3,8
104300,8.0,7,15
104301,2.0,3,5
104302,7.0,4,11
104303,11.0,3,14
104304,4.0,0,4
104305,6.0,5,11
104306,3.0,7,10
104307,3.0,2,5
104308,1.0,3,4
104309,3.0,4,7
104310,,1,7
104311,3.0,6,9
104312,2.0,3,5
104313,6.0,4,10
104314,4.0,2,6
104315,3.0,2,5
104316,6.0,6,12
104317,2.0,5,7
104318,3.0,5,8
104319,10.0,3,13
104320,7.0,2,9
104321,4.0,1,5
104322,1.0,2,3
104323,,3,6
104324,7.0,2,9
104325,7.0,7,14
104326,3.0,2,5
104327,7.0,3,10
104328,2.0,2,4
104329,5.0,2,7
104330,2.0,2,4
104331,4.0,3,7
104332,5.0,2,7
104333,3.0,5,8
104334,4.0,2,6
104335,5.0,3,8
104336,2.0,5,7
104337,5.0,2,7
104338,6.0,5,11
104339,2.0,4,6
104340,5.0,7,12
104341,5.0,3,8
104342,7.0,4,11
104343,8.0,2,10
104344,7.0,4,11
104345,,1,5
104346,7.0,4,11
104347,6.0,2,8
104348,7.0,2,9
104349,5.0,1,6
104350,5.0,5,10
104351,5.0,3,8
104352,7.0,3,10
104353,5.0,2,7
104354,2.0,2,4
104355,4.0,1,5
104356,7.0,3,10
104357,7.0,2,9
104358,6.0,1,7
104359,,0,3
104360,1.0,1,2
104361,4.0,2,6
104362,9.0,3,12
104363,5.0,1,6
104364,4.0,3,7
104365,4.0,4,8
104366,7.0,7,14
104367,4.0,6,10
104368,6.0,3,9
104369,2.0,4,6
104370,7.0,2,9
104371,3.0,5,8
104372,3.0,4,7
104373,6.0,4,10
104374,4.0,5,9
104375,7.0,6,13
104376,6.0,2,8
104377,8.0,3,11
104378,3.0,1,4
104379,5.0,3,8
104380,6.0,0,6
104381,3.0,3,6
104382,4.0,1,5
104383,8.0,1,9
104384,4.0,4,8
104385,4.0,6,10
104386,4.0,4,8
104387,4.0,4,8
104388,8.0,2,10
104389,7.0,1,8
104390,7.0,6,13
104391,5.0,2,7
104392,7.0,1,8
104393,4.0,0,4
104394,7.0,6,13
104395,2.0,1,3
104396,2.0,3,5
104397,5.0,2,7
104398,,1,6
104399,8.0,2,10
104400,6.0,3,9
104401,5.0,3,8
104402,8.0,2,10
104403,5.0,4,9
104404,7.0,0,7
104405,4.0,1,5
104406,7.0,2,9
104407,6.0,3,9
104408,5.0,2,7
104409,3.0,3,6
104410,5.0,4,9
104411,5.0,1,6
104412,4.0,5,9
104413,1.0,6,7
104414,6.0,4,10
104415,6.0,5,11
104416,7.0,1,8
104417,8.0,8,16
104418,7.0,4,11
104419,1.0,3,4
104420,5.0,4,9
104421,4.0,3,7
104422,8.0,4,12
104423,3.0,7,10
104424,1.0,3,4
104425,2.0,4,6
104426,3.0,6,9
104427,7.0,6,13
104428,4.0,6,10
104429,7.0,3,10
104430,11.0,2,13
104431,3.0,3,6
104432,7.0,4,11
104433,5.0,4,9
104434,9.0,3,12
104435,5.0,1,6
104436,7.0,3,10
104437,4.0,6,10
104438,3.0,5,8
104439,5.0,2,7
104440,4.0,4,8
104441,8.0,0,8
104442,4.0,7,11
104443,3.0,4,7
104444,5.0,2,7
104445,2.0,0,2
104446,6.0,2,8
104447,6.0,1,7
104448,3.0,3,6
104449,4.0,5,9
104450,5.0,2,7
104451,7.0,4,11
104452,6.0,3,9
104453,3.0,3,6
104454,6.0,7,13
104455,3.0,4,7
104456,6.0,3,9
104457,2.0,2,4
104458,3.0,3,6
104459,4.0,2,6
104460,11.0,1,12
104461,5.0,4,9
104462,,2,6
104463,3.0,3,6
104464,2.0,1,3
104465,7.0,1,8
104466,4.0,2,6
104467,1.0,1,2
104468,0.0,3,3
104469,6.0,0,6
104470,5.0,4,9
104471,5.0,6,11
104472,9.0,5,14
104473,1.0,2,3
104474,2.0,4,6
104475,5.0,0,5
104476,4.0,1,5
104477,5.0,2,7
104478,8.0,5,13
104479,7.0,2,9
104480,5.0,3,8
104481,6.0,5,11
104482,4.0,2,6
104483,4.0,1,5
104484,5.0,1,6
104485,5.0,3,8
104486,3.0,3,6
104487,6.0,5,11
104488,,1,9
104489,3.0,2,5
104490,6.0,3,9
104491,3.0,0,3
104492,8.0,5,13
104493,3.0,2,5
104494,11.0,5,16
104495,8.0,2,10
104496,10.0,5,15
104497,7.0,4,11
104498,9.0,3,12
104499,,2,9
104500,,2,10
104501,8.0,4,12
104502,4.0,3,7
104503,5.0,5,10
104504,6.0,1,7
104505,5.0,3,8
104506,2.0,1,3
104507,5.0,3,8
104508,3.0,4,7
104509,7.0,5,12
104510,1.0,7,8
104511,1.0,2,3
104512,3.0,4,7
104513,2.0,0,2
104514,5.0,3,8
104515,0.0,1,1
104516,4.0,2,6
104517,4.0,2,6
104518,3.0,3,6
104519,,1,3
104520,5.0,1,6
104521,5.0,3,8
104522,3.0,1,4
104523,2.0,2,4
104524,6.0,4,10
104525,2.0,1,3
104526,7.0,1,8
104527,5.0,3,8
104528,10.0,2,12
104529,2.0,1,3
104530,6.0,1,7
104531,6.0,1,7
104532,6.0,2,8
104533,4.0,1,5
104534,6.0,4,10
104535,6.0,1,7
104536,2.0,4,6
104537,3.0,5,8
104538,3.0,3,6
104539,6.0,5,11
104540,2.0,1,3
104541,,5,10
104542,3.0,3,6
104543,8.0,3,11
104544,3.0,4,7
104545,7.0,2,9
104546,2.0,3,5
104547,4.0,2,6
104548,3.0,4,7
104549,,3,9
104550,5.0,1,6
104551,2.0,3,5
104552,12.0,4,16
104553,1.0,0,1
104554,4.0,3,7
104555,6.0,2,8
104556,4.0,3,7
104557,7.0,1,8
104558,5.0,1,6
104559,4.0,4,8
104560,7.0,3,10
104561,7.0,5,12
104562,2.0,2,4
104563,5.0,3,8
104564,3.0,2,5
104565,4.0,1,5
104566,5.0,3,8
104567,7.0,1,8
104568,6.0,2,8
104569,3.0,3,6
104570,6.0,3,9
104571,3.0,2,5
104572,,4,8
104573,5.0,1,6
104574,4.0,2,6
104575,5.0,4,9
104576,4.0,1,5
104577,9.0,3,12
104578,6.0,4,10
104579,1.0,4,5
104580,5.0,3,8
104581,7.0,2,9
104582,2.0,3,5
104583,4.0,1,5
104584,4.0,0,4
104585,2.0,4,6
104586,4.0,2,6
104587,6.0,1,7
104588,3.0,0,3
104589,4.0,1,5
104590,2.0,3,5
104591,6.0,4,10
104592,3.0,2,5
104593,4.0,2,6
104594,4.0,1,5
104595,4.0,6,10
104596,4.0,1,5
104597,6.0,2,8
104598,4.0,3,7
104599,7.0,6,13
104600,4.0,2,6
104601,3.0,3,6
104602,2.0,1,3
104603,4.0,1,5
104604,3.0,1,4
104605,1.0,4,5
104606,4.0,9,13
104607,5.0,5,10
104608,5.0,3,8
104609,4.0,2,6
104610,3.0,4,7
104611,3.0,4,7
104612,,1,7
104613,1.0,4,5
104614,5.0,2,7
104615,4.0,5,9
104616,,4,10
104617,6.0,3,9
104618,8.0,1,9
104619,4.0,1,5
104620,1.0,5,6
104621,7.0,1,8
104622,9.0,5,14
104623,2.0,3,5
104624,5.0,3,8
104625,6.0,5,11
104626,2.0,4,6
104627,10.0,3,13
104628,5.0,2,7
104629,2.0,2,4
104630,5.0,2,7
104631,7.0,5,12
104632,5.0,3,8
104633,5.0,0,5
104634,3.0,1,4
104635,7.0,2,9
104636,2.0,4,6
104637,11.0,1,12
104638,6.0,0,6
104639,5.0,4,9
104640,6.0,4,10
104641,,2,6
104642,4.0,2,6
104643,5.0,1,6
104644,5.0,2,7
104645,1.0,6,7
104646,7.0,1,8
104647,9.0,2,11
104648,6.0,3,9
104649,6.0,2,8
104650,3.0,4,7
104651,6.0,6,12
104652,8.0,7,15
104653,8.0,2,10
104654,,3,11
104655,6.0,9,15
104656,4.0,3,7
104657,3.0,4,7
104658,5.0,2,7
104659,5.0,5,10
104660,3.0,4,7
104661,4.0,1,5
104662,6.0,4,10
104663,4.0,4,8
104664,6.0,3,9
104665,3.0,1,4
104666,3.0,5,8
104667,4.0,4,8
104668,5.0,3,8
104669,3.0,6,9
104670,9.0,2,11
104671,,4,7
104672,4.0,5,9
104673,5.0,1,6
104674,1.0,0,1
104675,2.0,6,8
104676,5.0,4,9
104677,6.0,4,10
104678,3.0,4,7
104679,5.0,1,6
104680,5.0,2,7
104681,6.0,5,11
104682,1.0,5,6
104683,6.0,3,9
104684,5.0,6,11
104685,7.0,3,10
104686,2.0,4,6
104687,2.0,0,2
104688,3.0,1,4
104689,2.0,2,4
104690,4.0,2,6
104691,3.0,7,10
104692,5.0,3,8
104693,5.0,3,8
104694,5.0,2,7
104695,7.0,6,13
104696,4.0,2,6
104697,4.0,5,9
104698,3.0,2,5
104699,6.0,4,10
104700,4.0,5,9
104701,5.0,2,7
104702,5.0,3,8
104703,7.0,1,8
104704,3.0,3,6
104705,7.0,3,10
104706,3.0,2,5
104707,6.0,3,9
104708,6.0,0,6
104709,3.0,2,5
104710,5.0,6,11
104711,4.0,1,5
104712,7.0,3,10
104713,6.0,4,10
104714,4.0,3,7
104715,3.0,1,4
104716,4.0,3,7
104717,3.0,0,3
104718,10.0,4,14
104719,4.0,2,6
104720,1.0,2,3
104721,3.0,2,5
104722,4.0,2,6
104723,4.0,5,9
104724,4.0,3,7
104725,5.0,3,8
104726,5.0,2,7
104727,7.0,2,9
104728,5.0,0,5
104729,11.0,3,14
104730,4.0,4,8
104731,3.0,4,7
104732,4.0,3,7
104733,0.0,3,3
104734,6.0,1,7
104735,,4,11
104736,1.0,3,4
104737,5.0,3,8
104738,6.0,4,10
104739,4.0,3,7
104740,3.0,3,6
104741,3.0,4,7
104742,3.0,1,4
104743,4.0,1,5
104744,6.0,5,11
104745,3.0,0,3
104746,4.0,6,10
104747,6.0,2,8
104748,5.0,4,9
104749,7.0,1,8
104750,5.0,8,13
104751,1.0,1,2
104752,8.0,7,15
104753,6.0,1,7
104754,4.0,0,4
104755,10.0,1,11
104756,3.0,5,8
104757,5.0,2,7
104758,6.0,3,9
104759,5.0,4,9
104760,7.0,5,12
104761,,3,9
104762,3.0,2,5
104763,8.0,2,10
104764,6.0,2,8
104765,7.0,4,11
104766,6.0,2,8
104767,4.0,5,9
104768,6.0,4,10
104769,,2,8
104770,4.0,0,4
104771,3.0,6,9
104772,6.0,8,14
104773,2.0,3,5
104774,7.0,2,9
104775,6.0,2,8
104776,2.0,2,4
104777,6.0,1,7
104778,3.0,0,3
104779,5.0,4,9
104780,,3,9
104781,3.0,2,5
104782,6.0,7,13
104783,7.0,7,14
104784,4.0,0,4
104785,3.0,4,7
104786,9.0,2,11
104787,7.0,2,9
104788,6.0,5,11
104789,11.0,1,12
104790,1.0,2,3
104791,,3,10
104792,7.0,2,9
104793,4.0,3,7
104794,4.0,3,7
104795,2.0,3,5
104796,6.0,4,10
104797,5.0,0,5
104798,6.0,1,7
104799,9.0,5,14
104800,6.0,5,11
104801,6.0,3,9
104802,7.0,5,12
104803,6.0,3,9
104804,8.0,3,11
104805,,3,5
104806,,6,11
104807,10.0,3,13
104808,3.0,6,9
104809,6.0,1,7
104810,6.0,6,12
104811,7.0,2,9
104812,3.0,3,6
104813,10.0,3,13
104814,4.0,0,4
104815,5.0,4,9
104816,1.0,2,3
104817,4.0,2,6
104818,4.0,3,7
104819,6.0,2,8
104820,,4,6
104821,5.0,3,8
104822,5.0,3,8
104823,5.0,6,11
104824,7.0,7,14
104825,7.0,4,11
104826,6.0,3,9
104827,4.0,3,7
104828,5.0,5,10
104829,2.0,3,5
104830,,0,4
104831,9.0,2,11
104832,6.0,1,7
104833,4.0,1,5
104834,8.0,3,11
104835,5.0,4,9
104836,8.0,2,10
104837,3.0,2,5
104838,3.0,5,8
104839,,2,5
104840,5.0,5,10
104841,8.0,6,14
104842,9.0,1,10
104843,7.0,4,11
104844,,1,5
104845,6.0,2,8
104846,7.0,1,8
104847,2.0,5,7
104848,3.0,2,5
104849,2.0,3,5
104850,4.0,5,9
104851,5.0,4,9
104852,6.0,4,10
104853,,1,5
104854,,4,4
104855,6.0,3,9
104856,4.0,2,6
104857,3.0,5,8
104858,5.0,3,8
104859,6.0,2,8
104860,4.0,3,7
104861,5.0,3,8
104862,4.0,4,8
104863,4.0,2,6
104864,4.0,5,9
104865,1.0,7,8
104866,6.0,5,11
104867,5.0,3,8
104868,4.0,4,8
104869,6.0,6,12
104870,5.0,2,7
104871,1.0,3,4
104872,3.0,2,5
104873,6.0,3,9
104874,5.0,1,6
104875,2.0,3,5
104876,6.0,4,10
104877,6.0,1,7
104878,4.0,0,4
104879,5.0,4,9
104880,,3,5
104881,9.0,2,11
104882,4.0,5,9
104883,2.0,2,4
104884,1.0,3,4
104885,5.0,4,9
104886,2.0,1,3
104887,,2,10
104888,6.0,0,6
104889,4.0,5,9
104890,3.0,2,5
104891,8.0,5,13
104892,0.0,3,3
104893,4.0,2,6
104894,2.0,2,4
104895,7.0,2,9
104896,2.0,5,7
104897,4.0,2,6
104898,5.0,4,9
104899,7.0,2,9
104900,1.0,3,4
104901,5.0,4,9
104902,6.0,1,7
104903,2.0,3,5
104904,3.0,2,5
104905,1.0,4,5
104906,7.0,4,11
104907,3.0,3,6
104908,6.0,4,10
104909,4.0,1,5
104910,4.0,2,6
104911,9.0,5,14
104912,11.0,2,13
104913,8.0,2,10
104914,7.0,2,9
104915,5.0,3,8
104916,5.0,2,7
104917,8.0,0,8
104918,6.0,5,11
104919,5.0,3,8
104920,6.0,4,10
104921,4.0,0,4
104922,5.0,2,7
104923,4.0,2,6
104924,3.0,2,5
104925,5.0,3,8
104926,7.0,4,11
104927,6.0,3,9
104928,8.0,4,12
104929,6.0,0,6
104930,6.0,2,8
104931,4.0,2,6
104932,3.0,2,5
104933,5.0,2,7
104934,8.0,3,11
104935,6.0,6,12
104936,5.0,6,11
104937,6.0,1,7
104938,9.0,2,11
104939,9.0,4,13
104940,6.0,6,12
104941,4.0,4,8
104942,5.0,4,9
104943,4.0,5,9
104944,3.0,2,5
104945,10.0,5,15
104946,3.0,3,6
104947,7.0,3,10
104948,9.0,2,11
104949,2.0,1,3
104950,7.0,4,11
104951,3.0,4,7
104952,8.0,5,13
104953,8.0,2,10
104954,4.0,4,8
104955,6.0,3,9
104956,4.0,2,6
104957,4.0,3,7
104958,5.0,3,8
104959,5.0,1,6
104960,7.0,5,12
104961,3.0,3,6
104962,3.0,2,5
104963,,5,7
104964,3.0,0,3
104965,3.0,1,4
104966,4.0,1,5
104967,3.0,1,4
104968,6.0,3,9
104969,6.0,3,9
104970,7.0,7,14
104971,8.0,3,11
104972,4.0,3,7
104973,4.0,5,9
104974,5.0,2,7
104975,6.0,0,6
104976,7.0,2,9
104977,10.0,3,13
104978,3.0,2,5
104979,3.0,5,8
104980,4.0,5,9
104981,,0,2
104982,1.0,2,3
104983,4.0,4,8
104984,6.0,2,8
104985,4.0,3,7
104986,6.0,0,6
104987,5.0,5,10
104988,3.0,4,7
104989,5.0,1,6
104990,10.0,5,15
104991,2.0,3,5
104992,8.0,3,11
104993,4.0,4,8
104994,6.0,3,9
104995,2.0,4,6
104996,4.0,3,7
104997,7.0,4,11
104998,6.0,2,8
104999,3.0,4,7
